CustomerID,Recency,Frequency,Monetary,Cluster
CUST100830,41,12,3886.17,3
CUST100831,109,6,2180.94,2
CUST100832,79,8,1766.93,4
CUST100833,59,11,2811.51,3
CUST100834,116,6,4558.82,2
CUST100835,106,8,3295.8,2
CUST100836,27,10,3454.6,3
CUST100837,157,12,2680.05,2
CUST100838,222,1,1076.17,0
CUST100839,47,7,1190.85,4
CUST100840,91,13,1038.74,4
CUST100841,25,22,3927.44,1
CUST100842,115,13,2079.05,2
CUST100843,100,7,1538.73,4
CUST100844,67,7,2421.26,2
CUST100845,14,19,9867.12,1
CUST100846,210,4,819.15,0
CUST100847,17,12,2446.81,3
CUST100848,138,9,3169.02,2
CUST100849,21,24,5126.55,1
CUST100850,267,1,427.48,0
CUST100851,27,12,779.76,4
CUST100852,40,12,2217.74,3
CUST100853,351,3,252.42,0
CUST100854,327,3,310.35,0
CUST100855,72,17,2673.64,3
CUST100856,67,8,1686.11,4
CUST100857,225,13,1547.95,2
CUST100858,344,2,1467.91,0
CUST100859,28,10,3494.22,3
CUST100860,38,10,1175.33,4
CUST100861,231,8,4856.87,2
CUST100862,194,9,3197.85,2
CUST100863,207,5,1187.64,0
CUST100864,107,5,3034.51,2
CUST100865,33,24,5708.67,1
CUST100866,305,4,287.71,0
CUST100867,209,1,1100.38,0
CUST100868,224,12,1143.64,4
CUST100869,23,21,7011.36,1
CUST100870,54,12,3337.48,3
CUST100871,178,8,560.04,4
CUST100872,13,20,8224.06,1
CUST100873,263,2,963.77,0
CUST100874,11,19,2807.34,1
CUST100875,173,8,3083.13,2
CUST100876,215,1,920.6,0
CUST100877,45,13,1294.94,4
CUST100878,16,14,4039.05,1
CUST100879,104,7,3757.91,2
CUST100880,76,5,1735.38,4
CUST100881,64,7,2066.86,2
CUST100882,67,7,679.76,4
CUST100883,336,4,1553.48,0
CUST100884,64,7,1847.55,4
CUST100885,38,11,4612.84,3
CUST100886,53,9,2334.58,3
CUST100887,50,10,1992.89,3
CUST100888,32,19,6556.52,1
CUST100889,27,17,2797.77,3
CUST100890,161,9,1024.47,4
CUST100891,66,16,2879.83,3
CUST100892,269,5,1232.37,0
CUST100893,66,12,1469.67,4
CUST100894,8,24,9094.58,1
CUST100895,95,8,1076.13,4
CUST100896,241,2,1036.04,0
CUST100897,10,15,4010.82,1
CUST100898,35,12,2205.61,3
CUST100899,73,9,4109.59,3
CUST100900,43,4,1503.03,4
CUST100901,53,9,2710.88,3
CUST100902,50,12,3389.72,3
CUST100903,16,23,5334.9,1
CUST100904,41,8,3646.25,3
CUST100905,215,6,287.0,0
CUST100906,93,10,714.66,4
CUST100907,36,6,504.84,4
CUST100908,13,26,6929.15,1
CUST100909,41,13,5034.17,3
CUST100910,59,8,3026.51,3
CUST100911,173,6,2395.4,2
CUST100912,302,5,801.58,0
CUST100913,296,4,1240.29,0
CUST100914,226,1,1010.75,0
CUST100915,306,2,771.46,0
CUST100916,203,4,1400.29,0
CUST100917,18,25,8966.72,1
CUST100918,12,38,8806.58,1
CUST100919,68,11,5252.33,3
CUST100920,89,5,1092.68,4
CUST100921,24,22,3398.0,1
CUST100922,306,3,2514.48,2
CUST100923,44,8,4668.19,3
CUST100924,27,7,926.05,4
CUST100925,52,17,4513.17,3
CUST100926,24,10,1925.04,3
CUST100927,70,8,1481.39,4
CUST100928,181,1,744.68,0
CUST100929,21,9,2380.16,3
CUST100930,100,7,1198.26,4
CUST100931,56,11,3888.17,3
CUST100932,59,9,3838.71,3
CUST100933,27,8,1523.3,3
CUST100934,168,6,3424.81,2
CUST100935,108,6,2256.12,2
CUST100936,20,12,1878.76,3
CUST100937,235,4,177.32,0
CUST100938,27,25,6156.73,1
CUST100939,216,5,1201.51,0
CUST100940,5,23,8397.1,1
CUST100941,40,12,3735.0,3
CUST100942,252,1,939.49,0
CUST100943,34,13,1785.83,3
CUST100944,56,7,1839.45,4
CUST100945,75,6,3090.16,2
CUST100946,64,20,8193.34,1
CUST100947,121,9,1743.54,2
CUST100948,204,1,2301.41,0
CUST100949,212,1,1277.71,0
CUST100950,37,12,2746.12,3
CUST100951,47,8,653.86,4
CUST100952,10,15,1547.06,3
CUST100953,19,16,2103.91,3
CUST100954,53,9,3060.45,3
CUST100955,206,4,588.14,0
CUST100956,248,2,861.2,0
CUST100957,232,10,2522.05,2
CUST100958,92,8,3545.07,2
CUST100959,28,10,1485.82,3
CUST100960,40,7,4952.11,3
CUST100961,100,4,1395.26,4
CUST100962,44,7,817.01,4
CUST100963,3,24,8768.35,1
CUST100964,22,22,2050.4,3
CUST100965,209,3,1794.44,0
CUST100966,90,4,1779.51,2
CUST100967,283,2,795.14,0
CUST100968,41,9,2663.78,3
CUST100969,98,10,395.11,4
CUST100970,52,10,2535.12,3
CUST100971,49,14,5621.27,3
CUST100972,25,18,6182.51,1
CUST100973,13,22,3770.5,1
CUST100974,293,4,1002.87,0
CUST100975,12,12,1214.42,3
CUST100976,26,7,1705.74,3
CUST100977,85,8,2633.55,2
CUST100978,78,6,735.19,4
CUST100979,115,8,2257.18,2
CUST100980,30,14,3565.16,3
CUST100981,241,7,257.67,0
CUST100982,171,9,5165.19,2
CUST100983,204,10,3238.79,2
CUST100984,96,4,1420.58,4
CUST100985,24,20,7763.2,1
CUST100986,285,3,505.99,0
CUST100987,68,18,2447.37,3
CUST100988,6,25,4901.52,1
CUST100989,71,13,2140.03,3
CUST100990,116,7,1108.37,4
CUST100991,128,9,3039.32,2
CUST100992,230,6,1727.3,2
CUST100993,129,6,2177.0,2
CUST100994,18,9,2860.91,3
CUST100995,267,4,988.16,0
CUST100996,48,8,1459.69,4
CUST100997,176,13,1168.49,4
CUST100998,18,24,6954.02,1
CUST100999,318,4,1011.32,0
CUST101000,37,13,3660.95,3
CUST101001,34,24,4542.12,1
CUST101002,111,7,2105.91,2
CUST101003,26,25,4512.42,1
CUST101004,18,26,6895.56,1
CUST101005,149,3,2543.54,2
CUST101006,40,14,2391.34,3
CUST101007,199,1,934.17,0
CUST101008,25,16,1897.98,3
CUST101009,165,8,1673.06,2
CUST101010,32,7,353.24,4
CUST101011,178,9,1601.11,2
CUST101012,73,5,2100.85,2
CUST101013,84,7,1215.79,4
CUST101014,182,2,1592.47,0
CUST101015,62,14,5106.42,3
CUST101016,10,11,1575.08,3
CUST101017,197,8,3805.19,2
CUST101018,264,2,709.33,0
CUST101019,21,20,6902.56,1
CUST101020,50,11,1894.47,3
CUST101021,320,2,761.63,0
CUST101022,158,9,1891.91,2
CUST101023,257,4,690.9,0
CUST101024,20,7,2817.18,3
CUST101025,150,3,2518.96,2
CUST101026,72,10,2012.53,3
CUST101027,356,3,892.74,0
CUST101028,11,10,3166.45,3
CUST101029,187,9,1945.71,2
CUST101030,92,6,1876.65,2
CUST101031,76,9,2106.54,2
CUST101032,155,2,2378.97,2
CUST101033,85,7,3528.1,2
CUST101034,183,3,1171.93,0
CUST101035,102,10,787.34,4
CUST101036,162,6,3541.56,2
CUST101037,12,13,4700.8,1
CUST101038,61,6,1958.18,4
CUST101039,69,5,740.57,4
CUST101040,34,20,8525.26,1
CUST101041,11,21,5649.05,1
CUST101042,213,8,2019.26,2
CUST101043,141,12,4285.49,2
CUST101044,128,9,1652.93,2
CUST101045,29,33,8925.73,1
CUST101046,23,12,2522.18,3
CUST101047,53,15,2607.19,3
CUST101048,183,7,1857.2,2
CUST101049,305,3,991.48,0
CUST101050,13,13,2776.59,3
CUST101051,104,8,3516.27,2
CUST101052,20,29,7481.37,1
CUST101053,52,9,2385.47,3
CUST101054,13,21,6917.5,1
CUST101055,58,22,3546.59,3
CUST101056,156,7,3641.87,2
CUST101057,188,1,2249.19,0
CUST101058,60,16,3246.87,3
CUST101059,84,6,1767.55,4
CUST101060,180,9,1103.28,4
CUST101061,261,6,3034.43,2
CUST101062,38,9,1593.9,3
CUST101063,40,13,3633.33,3
CUST101064,232,9,2078.49,2
CUST101065,40,15,931.29,4
CUST101066,209,2,749.93,0
CUST101067,37,12,3454.76,3
CUST101068,106,12,2559.52,2
CUST101069,16,23,1874.94,3
CUST101070,26,6,3466.82,3
CUST101071,273,4,1684.06,2
CUST101072,85,7,647.9,4
CUST101073,98,9,1278.49,4
CUST101074,271,3,531.5,0
CUST101075,280,3,671.02,0
CUST101076,73,12,3129.72,3
CUST101077,34,8,529.71,4
CUST101078,37,9,3530.94,3
CUST101079,183,5,5775.07,2
CUST101080,18,19,2886.82,1
CUST101081,23,19,3763.85,1
CUST101082,299,2,1475.36,0
CUST101083,273,7,2100.26,2
CUST101084,192,1,1824.19,0
CUST101085,231,3,2682.94,2
CUST101086,109,7,2597.96,2
CUST101087,196,6,2492.79,2
CUST101088,125,3,2791.23,2
CUST101089,39,3,1511.21,4
CUST101090,105,9,893.93,4
CUST101091,59,15,3027.23,3
CUST101092,97,7,3461.01,2
CUST101093,36,9,1472.59,4
CUST101094,58,10,4198.94,3
CUST101095,41,7,1234.08,4
CUST101096,50,4,2549.23,2
CUST101097,40,19,3439.14,3
CUST101098,123,8,2351.87,2
CUST101099,197,2,625.78,0
CUST101100,47,8,4049.9,3
CUST101101,20,20,7297.8,1
CUST101102,57,9,2033.76,3
CUST101103,160,7,1391.38,4
CUST101104,187,4,1441.77,0
CUST101105,19,23,8060.06,1
CUST101106,129,7,1235.7,4
CUST101107,9,26,6343.05,1
CUST101108,62,15,2003.45,3
CUST101109,226,5,712.54,0
CUST101110,19,9,3161.73,3
CUST101111,20,22,6810.66,1
CUST101112,45,8,907.67,4
CUST101113,99,7,1146.73,4
CUST101114,330,1,2354.46,0
CUST101115,218,3,1876.28,0
CUST101116,28,23,4312.95,1
CUST101117,8,24,5484.17,1
CUST101118,101,10,705.9,4
CUST101119,45,11,3466.46,3
CUST101120,209,2,563.95,0
CUST101121,181,12,2258.46,2
CUST101122,19,15,7925.89,1
CUST101123,254,6,749.41,0
CUST101124,38,14,3521.48,3
CUST101125,48,9,2143.6,3
CUST101126,27,8,531.27,4
CUST101127,95,12,2329.18,2
CUST101128,90,5,3207.96,2
CUST101129,202,12,2844.65,2
CUST101130,273,5,431.0,0
CUST101131,225,4,1374.34,0
CUST101132,100,7,3832.85,2
CUST101133,14,15,3794.9,1
CUST101134,211,4,1083.72,0
CUST101135,224,3,1007.02,0
CUST101136,28,12,1692.65,3
CUST101137,66,6,767.99,4
CUST101138,69,6,2405.56,2
CUST101139,12,19,7833.68,1
CUST101140,195,6,1501.59,2
CUST101141,65,13,2364.99,3
CUST101142,103,7,1537.89,4
CUST101143,289,3,623.91,0
CUST101144,268,3,968.26,0
CUST101145,103,7,2816.59,2
CUST101146,30,13,5441.28,3
CUST101147,173,9,893.21,4
CUST101148,91,7,1142.08,4
CUST101149,27,9,1709.12,3
CUST101150,297,2,380.88,0
CUST101151,18,23,6091.68,1
CUST101152,330,3,462.25,0
CUST101153,32,24,5711.57,1
CUST101154,30,17,4457.77,1
CUST101155,113,11,722.18,4
CUST101156,1,22,3451.37,1
CUST101157,9,17,10159.83,1
CUST101158,22,33,8284.08,1
CUST101159,47,5,2311.97,2
CUST101160,130,4,1441.89,4
CUST101161,31,21,2552.18,3
CUST101162,189,11,1660.22,2
CUST101163,335,2,1652.75,0
CUST101164,29,11,4932.77,3
CUST101165,5,28,4051.13,1
CUST101166,247,3,1264.2,0
CUST101167,356,2,556.83,0
CUST101168,105,4,1101.8,4
CUST101169,181,9,4291.49,2
CUST101170,19,18,6613.58,1
CUST101171,73,12,2881.88,3
CUST101172,90,9,1450.81,4
CUST101173,52,15,1484.79,3
CUST101174,239,10,971.14,4
CUST101175,23,7,1832.26,3
CUST101176,223,16,1974.24,2
CUST101177,95,7,2206.13,2
CUST101178,64,10,2752.16,3
CUST101179,53,12,1962.42,3
CUST101180,64,9,3367.83,3
CUST101181,216,9,2631.74,2
CUST101182,9,28,7241.13,1
CUST101183,34,29,5156.66,1
CUST101184,68,16,5414.82,3
CUST101185,62,19,1186.48,3
CUST101186,235,3,1236.93,0
CUST101187,16,13,1620.81,3
CUST101188,287,1,2128.16,0
CUST101189,7,25,6915.55,1
CUST101190,177,4,1545.9,2
CUST101191,32,4,1237.84,4
CUST101192,66,12,1486.76,4
CUST101193,330,3,571.2,0
CUST101194,324,3,953.55,0
CUST101195,275,2,719.16,0
CUST101196,38,15,4368.27,3
CUST101197,54,10,5402.12,3
CUST101198,176,13,2934.44,2
CUST101199,42,7,2052.68,3
CUST101200,205,12,6089.96,2
CUST101201,79,7,2365.46,2
CUST101202,60,6,3198.89,2
CUST101203,333,4,877.14,0
CUST101204,90,12,1701.89,4
CUST101205,9,29,6772.53,1
CUST101206,6,19,5502.51,1
CUST101207,118,8,1324.26,4
CUST101208,28,5,3784.42,3
CUST101209,16,13,3857.37,3
CUST101210,98,8,2135.91,2
CUST101211,189,11,2328.6,2
CUST101212,325,2,1110.23,0
CUST101213,55,9,977.69,4
CUST101214,32,10,3727.07,3
CUST101215,18,10,2951.32,3
CUST101216,81,6,1211.95,4
CUST101217,26,11,4137.69,3
CUST101218,35,4,4783.66,3
CUST101219,139,9,996.43,4
CUST101220,31,27,7527.84,1
CUST101221,8,25,2636.29,1
CUST101222,15,19,2670.58,1
CUST101223,215,1,1084.77,0
CUST101224,189,6,2117.9,2
CUST101225,41,10,1364.08,4
CUST101226,208,3,435.37,0
CUST101227,103,10,3050.1,2
CUST101228,74,9,443.86,4
CUST101229,268,3,611.24,0
CUST101230,28,21,3081.09,3
CUST101231,51,13,2919.63,3
CUST101232,66,7,1802.25,4
CUST101233,64,11,4600.41,3
CUST101234,218,7,2125.32,2
CUST101235,64,12,1767.81,3
CUST101236,32,16,5486.06,1
CUST101237,54,13,3970.9,3
CUST101238,52,12,3257.36,3
CUST101239,18,18,1847.85,3
CUST101240,28,28,5211.55,1
CUST101241,252,1,972.67,0
CUST101242,28,11,3099.88,3
CUST101243,18,13,4757.43,1
CUST101244,23,27,4274.53,1
CUST101245,55,15,2945.27,3
CUST101246,12,12,4742.73,1
CUST101247,29,6,2718.1,3
CUST101248,68,13,4337.47,3
CUST101249,360,4,1240.24,0
CUST101250,213,1,508.3,0
CUST101251,29,25,7137.58,1
CUST101252,3,27,3050.69,1
CUST101253,1,23,9244.77,1
CUST101254,54,7,2708.52,3
CUST101255,21,22,5477.33,1
CUST101256,363,4,1112.78,0
CUST101257,197,9,2056.93,2
CUST101258,165,6,1192.87,4
CUST101259,84,6,1489.19,4
CUST101260,327,4,613.27,0
CUST101261,2,21,7777.24,1
CUST101262,108,8,1253.21,4
CUST101263,40,11,3359.21,3
CUST101264,222,1,1731.45,0
CUST101265,37,6,3064.25,3
CUST101266,208,8,2421.82,2
CUST101267,41,20,4060.13,3
CUST101268,196,5,706.03,0
CUST101269,36,12,1411.89,3
CUST101270,45,9,1392.32,4
CUST101271,304,3,1609.1,0
CUST101272,62,9,4075.45,3
CUST101273,35,14,2596.39,3
CUST101274,32,5,1404.98,4
CUST101275,24,21,7715.6,1
CUST101276,42,10,2236.56,3
CUST101277,50,9,969.87,4
CUST101278,22,23,5518.36,1
CUST101279,242,1,1304.18,0
CUST101280,85,6,1319.15,4
CUST101281,56,13,2651.89,3
CUST101282,92,3,2228.85,2
CUST101283,26,7,1243.11,4
CUST101284,214,9,1951.52,2
CUST101285,284,3,1251.63,0
CUST101286,260,2,1468.12,0
CUST101287,70,16,2231.27,3
CUST101288,43,15,4435.16,3
CUST101289,30,7,2206.37,3
CUST101290,76,7,2939.81,2
CUST101291,23,11,3735.77,3
CUST101292,172,9,1763.88,2
CUST101293,27,7,993.55,4
CUST101294,67,16,2939.98,3
CUST101295,23,11,6320.53,1
CUST101296,37,13,6878.26,3
CUST101297,19,18,4480.21,1
CUST101298,36,10,2818.41,3
CUST101299,226,5,2834.47,2
CUST101300,59,10,3545.42,3
CUST101301,65,17,1624.92,3
CUST101302,91,9,1612.17,4
CUST101303,137,7,3077.87,2
CUST101304,19,16,3105.6,3
CUST101305,290,5,324.47,0
CUST101306,338,4,290.84,0
CUST101307,38,13,1227.02,3
CUST101308,177,7,2219.79,2
CUST101309,31,22,8682.12,1
CUST101310,335,3,1767.44,0
CUST101311,32,13,6784.9,1
CUST101312,259,1,864.51,0
CUST101313,21,4,1864.84,4
CUST101314,31,26,8253.44,1
CUST101315,18,23,6888.16,1
CUST101316,124,7,1763.36,2
CUST101317,26,6,1356.21,4
CUST101318,23,23,8482.93,1
CUST101319,238,6,3802.6,2
CUST101320,269,3,144.12,0
CUST101321,98,7,1294.98,4
CUST101322,82,5,3146.73,2
CUST101323,21,19,10524.48,1
CUST101324,130,6,1723.03,2
CUST101325,26,13,2895.33,3
CUST101326,255,4,829.96,0
CUST101327,17,9,4751.04,3
CUST101328,23,10,5442.24,3
CUST101329,35,14,3500.85,3
CUST101330,44,13,3864.1,3
CUST101331,179,11,4405.4,2
CUST101332,105,9,508.99,4
CUST101333,50,11,805.09,4
CUST101334,208,1,1619.23,0
CUST101335,221,4,716.43,0
CUST101336,242,3,873.28,0
CUST101337,18,10,1234.05,3
CUST101338,73,7,1628.06,4
CUST101339,193,2,1035.03,0
CUST101340,71,18,1512.29,3
CUST101341,34,19,8809.63,1
CUST101342,191,7,807.96,4
CUST101343,44,9,1285.43,4
CUST101344,101,6,1295.36,4
CUST101345,324,3,974.33,0
CUST101346,80,7,2751.01,2
CUST101347,36,8,2546.34,3
CUST101348,22,11,2906.01,3
CUST101349,22,7,1803.51,3
CUST101350,3,25,5108.16,1
CUST101351,124,8,1691.43,2
CUST101352,231,1,2249.26,0
CUST101353,44,12,3941.23,3
CUST101354,23,12,2284.28,3
CUST101355,281,4,487.98,0
CUST101356,8,16,5502.15,1
CUST101357,99,7,1877.9,2
CUST101358,57,6,2110.0,2
CUST101359,160,8,5346.11,2
CUST101360,21,15,4153.81,1
CUST101361,169,12,784.35,4
CUST101362,21,9,4051.28,3
CUST101363,103,8,2216.38,2
CUST101364,31,26,6125.75,1
CUST101365,107,5,2376.37,2
CUST101366,68,6,1630.49,4
CUST101367,70,20,2262.69,3
CUST101368,4,20,3816.15,1
CUST101369,19,13,3974.18,3
CUST101370,52,12,3785.77,3
CUST101371,6,30,7759.88,1
CUST101372,302,4,513.57,0
CUST101373,65,7,588.31,4
CUST101374,174,11,2114.24,2
CUST101375,254,5,165.37,0
CUST101376,9,20,2593.47,1
CUST101377,133,5,643.4,4
CUST101378,187,2,574.79,0
CUST101379,129,7,3019.74,2
CUST101380,46,9,3731.81,3
CUST101381,33,6,2143.13,3
CUST101382,16,21,5439.79,1
CUST101383,26,9,2463.05,3
CUST101384,313,3,1015.06,0
CUST101385,310,4,405.9,0
CUST101386,7,18,6332.63,1
CUST101387,220,5,640.14,0
CUST101388,66,14,3660.2,3
CUST101389,208,2,944.37,0
CUST101390,19,23,9666.53,1
CUST101391,353,4,382.32,0
CUST101392,214,2,1351.96,0
CUST101393,29,20,1222.35,3
CUST101394,11,21,7609.31,1
CUST101395,265,2,1503.12,0
CUST101396,33,22,7496.87,1
CUST101397,98,3,1411.75,4
CUST101398,184,5,322.85,0
CUST101399,103,9,2429.88,2
CUST101400,64,10,4873.3,3
CUST101401,85,13,2717.98,3
CUST101402,1,18,8097.38,1
CUST101403,234,1,1179.76,0
CUST101404,32,10,4322.28,3
CUST101405,29,19,3094.9,3
CUST101406,33,16,835.55,4
CUST101407,201,3,745.73,0
CUST101408,13,21,8437.38,1
CUST101409,281,2,1713.56,0
CUST101410,102,9,4528.68,2
CUST101411,186,4,484.68,0
CUST101412,333,4,740.4,0
CUST101413,289,3,1188.67,0
CUST101414,288,3,708.06,0
CUST101415,6,27,8591.42,1
CUST101416,113,8,967.75,4
CUST101417,74,5,1464.95,4
CUST101418,52,7,1500.03,4
CUST101419,290,2,1576.04,0
CUST101420,269,3,674.75,0
CUST101421,107,9,3872.75,2
CUST101422,33,8,2019.52,3
CUST101423,103,9,658.86,4
CUST101424,21,16,5176.92,1
CUST101425,40,16,2837.97,3
CUST101426,54,18,2346.9,3
CUST101427,31,23,4912.14,1
CUST101428,21,27,9567.63,1
CUST101429,151,8,1525.19,2
CUST101430,22,9,2072.26,3
CUST101431,247,3,852.15,0
CUST101432,53,6,1304.54,4
CUST101433,2,11,3729.73,1
CUST101434,10,24,6973.64,1
CUST101435,68,8,3042.03,2
CUST101436,237,3,921.22,0
CUST101437,62,14,3931.09,3
CUST101438,53,4,2901.14,2
CUST101439,232,3,1046.03,0
CUST101440,304,3,194.94,0
CUST101441,17,14,2394.53,3
CUST101442,19,19,6750.53,1
CUST101443,23,23,8894.24,1
CUST101444,20,19,6526.41,1
CUST101445,38,10,3430.09,3
CUST101446,25,8,1737.63,3
CUST101447,246,3,980.59,0
CUST101448,91,5,787.5,4
CUST101449,217,10,3488.63,2
CUST101450,62,11,2125.14,3
CUST101451,101,9,1632.34,4
CUST101452,96,7,812.19,4
CUST101453,356,5,189.56,0
CUST101454,295,3,1284.38,0
CUST101455,13,18,4021.63,1
CUST101456,25,19,8558.09,1
CUST101457,33,9,924.55,4
CUST101458,107,5,1756.7,2
CUST101459,362,3,2467.69,2
CUST101460,54,10,3424.24,3
CUST101461,212,6,740.94,0
CUST101462,107,10,1769.31,2
CUST101463,48,13,2272.75,3
CUST101464,42,11,5418.79,3
CUST101465,194,6,1009.61,4
CUST101466,185,6,4848.21,2
CUST101467,41,4,1016.14,4
CUST101468,60,11,2634.54,3
CUST101469,160,9,1550.17,2
CUST101470,60,12,3418.26,3
CUST101471,210,2,667.43,0
CUST101472,72,17,3739.74,3
CUST101473,26,15,5534.33,1
CUST101474,119,7,966.09,4
CUST101475,80,9,2073.95,2
CUST101476,30,6,1724.07,4
CUST101477,42,7,2010.83,3
CUST101478,301,4,244.83,0
CUST101479,112,7,708.18,4
CUST101480,27,2,1699.79,4
CUST101481,50,9,1307.52,4
CUST101482,25,23,8352.06,1
CUST101483,43,6,1624.93,4
CUST101484,12,8,2440.92,3
CUST101485,191,7,3409.83,2
CUST101486,27,21,10413.47,1
CUST101487,251,6,539.44,0
CUST101488,38,7,945.2,4
CUST101489,342,4,910.11,0
CUST101490,74,11,984.74,4
CUST101491,22,28,4486.99,1
CUST101492,241,5,1590.69,2
CUST101493,96,7,1286.4,4
CUST101494,146,7,695.89,4
CUST101495,30,8,2093.02,3
CUST101496,125,7,1824.5,2
CUST101497,335,1,695.85,0
CUST101498,205,4,1986.35,2
CUST101499,43,19,3806.22,3
CUST101500,135,4,1606.79,2
CUST101501,167,4,1730.72,2
CUST101502,180,1,1430.14,0
CUST101503,43,7,5118.22,3
CUST101504,48,6,1130.01,4
CUST101505,161,7,1780.96,2
CUST101506,79,8,2197.51,2
CUST101507,180,9,1974.29,2
CUST101508,90,6,3242.59,2
CUST101509,23,13,7379.58,1
CUST101510,216,5,1953.67,2
CUST101511,19,22,4968.37,1
CUST101512,17,11,2041.48,3
CUST101513,95,7,2456.51,2
CUST101514,90,7,1975.53,2
CUST101515,202,1,696.67,0
CUST101516,25,14,4374.82,3
CUST101517,24,25,5498.85,1
CUST101518,212,5,674.52,0
CUST101519,5,21,4887.36,1
CUST101520,34,11,3962.84,3
CUST101521,48,20,4471.02,3
CUST101522,95,6,1297.29,4
CUST101523,244,6,939.06,0
CUST101524,197,6,3816.09,2
CUST101525,150,6,1732.17,2
CUST101526,57,17,3829.93,3
CUST101527,38,14,5016.18,3
CUST101528,74,6,1044.71,4
CUST101529,5,23,7564.29,1
CUST101530,21,13,2879.92,3
CUST101531,30,8,5850.42,3
CUST101532,13,24,6007.03,1
CUST101533,90,7,3291.81,2
CUST101534,99,8,1086.67,4
CUST101535,33,22,5885.22,1
CUST101536,31,6,2316.58,3
CUST101537,115,9,1802.77,2
CUST101538,230,6,1301.78,2
CUST101539,125,6,1035.62,4
CUST101540,58,8,1589.71,4
CUST101541,356,3,1582.98,0
CUST101542,69,13,4611.27,3
CUST101543,40,13,1569.58,3
CUST101544,12,12,7145.7,1
CUST101545,73,3,3582.94,2
CUST101546,24,18,3030.78,3
CUST101547,55,14,1516.66,3
CUST101548,159,7,1993.91,2
CUST101549,58,12,2974.23,3
CUST101550,59,12,2679.0,3
CUST101551,11,24,5621.99,1
CUST101552,62,11,1998.6,3
CUST101553,28,11,3154.33,3
CUST101554,70,12,3271.29,3
CUST101555,34,16,2590.34,3
CUST101556,94,8,1450.43,4
CUST101557,191,5,824.23,0
CUST101558,45,6,4092.63,3
CUST101559,211,8,2180.77,2
CUST101560,210,3,3146.44,2
CUST101561,230,4,607.42,0
CUST101562,78,7,2255.09,2
CUST101563,286,4,685.33,0
CUST101564,285,3,788.55,0
CUST101565,226,4,1917.08,2
CUST101566,23,8,2012.1,3
CUST101567,7,25,7689.41,1
CUST101568,13,23,7358.27,1
CUST101569,25,4,1687.0,4
CUST101570,99,5,1340.88,4
CUST101571,113,5,2896.0,2
CUST101572,99,8,2217.32,2
CUST101573,71,3,2212.02,2
CUST101574,271,6,540.03,0
CUST101575,7,19,7717.7,1
CUST101576,51,12,2924.52,3
CUST101577,148,6,1418.52,4
CUST101578,320,7,399.27,0
CUST101579,275,1,396.43,0
CUST101580,266,6,1248.52,2
CUST101581,338,4,1717.13,0
CUST101582,54,11,1907.1,3
CUST101583,72,10,792.01,4
CUST101584,72,17,1373.11,3
CUST101585,83,7,2487.94,2
CUST101586,359,4,1115.25,0
CUST101587,17,14,4184.66,1
CUST101588,37,8,3545.77,3
CUST101589,70,11,4671.12,3
CUST101590,26,11,1414.09,3
CUST101591,51,14,2888.96,3
CUST101592,7,22,7637.88,1
CUST101593,219,2,3594.72,2
CUST101594,96,5,2674.07,2
CUST101595,281,4,1002.78,0
CUST101596,127,5,1503.05,4
CUST101597,54,12,996.95,4
CUST101598,65,11,3650.66,3
CUST101599,122,5,1586.91,2
CUST101600,62,12,4982.96,3
CUST101601,271,2,780.9,0
CUST101602,18,32,6662.83,1
CUST101603,195,6,2061.57,2
CUST101604,215,8,2856.05,2
CUST101605,58,11,2569.61,3
CUST101606,47,12,5750.7,3
CUST101607,320,3,310.27,0
CUST101608,22,14,4583.19,1
CUST101609,72,8,1119.98,4
CUST101610,38,10,1450.26,4
CUST101611,19,13,2303.99,3
CUST101612,142,7,2552.61,2
CUST101613,200,9,1667.12,2
CUST101614,19,8,1862.86,3
CUST101615,222,1,1925.09,0
CUST101616,37,12,4450.5,3
CUST101617,11,23,6223.09,1
CUST101618,28,5,3007.04,3
CUST101619,356,5,2988.24,2
CUST101620,17,20,9783.93,1
CUST101621,71,10,2131.87,3
CUST101622,42,13,2045.65,3
CUST101623,112,4,1283.8,4
CUST101624,16,23,6771.04,1
CUST101625,44,13,2116.05,3
CUST101626,92,7,982.14,4
CUST101627,41,22,3329.01,3
CUST101628,28,15,3669.13,3
CUST101629,46,10,1985.85,3
CUST101630,100,6,1715.87,2
CUST101631,115,5,1352.21,4
CUST101632,240,3,805.27,0
CUST101633,189,9,1190.2,4
CUST101634,228,6,2506.85,2
CUST101635,198,3,90.42,0
CUST101636,35,6,3129.26,3
CUST101637,78,7,3388.9,2
CUST101638,314,2,494.01,0
CUST101639,27,10,2292.82,3
CUST101640,144,6,1315.81,4
CUST101641,193,11,2229.86,2
CUST101642,31,26,9709.98,1
CUST101643,96,7,723.74,4
CUST101644,67,11,5158.59,3
CUST101645,71,10,3838.81,3
CUST101646,27,5,517.81,4
CUST101647,41,9,850.55,4
CUST101648,102,5,1560.98,4
CUST101649,242,3,2040.2,2
CUST101650,116,12,1000.27,4
CUST101651,21,14,6483.46,1
CUST101652,47,12,2809.02,3
CUST101653,57,14,2624.03,3
CUST101654,21,26,9146.9,1
CUST101655,290,3,716.9,0
CUST101656,99,8,1808.64,2
CUST101657,67,13,3560.8,3
CUST101658,236,1,655.07,0
CUST101659,43,12,1669.07,3
