CustomerID,Age,Gender,City,PreferredChannel,RecencyDays,PurchaseFrequency,MonetaryValue,TrueSegment
CUST101227,22,Female,Mumbai,Store,103,10,3050.1,Potential Loyalists
CUST101228,49,Female,Delhi,Online,74,9,443.86,Potential Loyalists
CUST101229,33,Female,Noida,Online,268,3,611.24,Lost
CUST101230,22,Female,Chennai,Online,28,21,3081.09,Champions
CUST101231,44,Female,Chennai,Online,51,13,2919.63,Loyal
CUST101232,40,Female,Delhi,Mobile App,66,7,1802.25,Potential Loyalists
CUST101233,33,Male,Pune,Online,64,11,4600.41,Loyal
CUST101234,47,Female,Bengaluru,Online,218,7,2125.32,At Risk
CUST101235,30,Female,Chennai,Store,64,12,1767.81,Loyal
CUST101236,58,Male,Chennai,Store,32,16,5486.06,Champions
CUST101237,30,Other,Noida,Store,54,13,3970.9,Loyal
CUST101238,26,Female,Mumbai,Mobile App,52,12,3257.36,Potential Loyalists
CUST101239,33,Female,Noida,Mobile App,18,18,1847.85,Loyal
CUST101240,32,Female,Hyderabad,Store,28,28,5211.55,Champions
CUST101241,31,Male,Mumbai,Online,252,1,972.67,Lost
CUST101242,25,Female,Delhi,Store,28,11,3099.88,Loyal
CUST101243,51,Male,Chennai,Online,18,13,4757.43,Loyal
CUST101244,28,Female,Mumbai,Online,23,27,4274.53,Champions
CUST101245,46,Male,Delhi,Online,55,15,2945.27,Loyal
CUST101246,19,Male,Bengaluru,Store,12,12,4742.73,Loyal
CUST101247,43,Female,Noida,Mobile App,29,6,2718.1,Potential Loyalists
CUST101248,27,Male,Mumbai,Store,68,13,4337.47,Loyal
CUST101249,36,Male,Mumbai,Store,360,4,1240.24,Lost
CUST101250,20,Female,Pune,Mobile App,213,1,508.3,Lost
CUST101251,54,Female,Kolkata,Online,29,25,7137.58,Champions
CUST101252,46,Male,Pune,Store,3,27,3050.69,Champions
CUST101253,33,Male,Mumbai,Mobile App,1,23,9244.77,Champions
CUST101254,33,Female,Delhi,Online,54,7,2708.52,Potential Loyalists
CUST101255,33,Female,Hyderabad,Online,21,22,5477.33,Champions
CUST101256,28,Female,Delhi,Store,363,4,1112.78,Lost
CUST101257,47,Male,Delhi,Store,197,9,2056.93,At Risk
CUST101258,18,Female,Chennai,Online,165,6,1192.87,At Risk
CUST101259,41,Male,Delhi,Online,84,6,1489.19,Potential Loyalists
CUST101260,23,Male,Bengaluru,Online,327,4,613.27,Lost
CUST101261,40,Female,Bengaluru,Store,2,21,7777.24,Champions
CUST101262,38,Male,Delhi,Mobile App,108,8,1253.21,Potential Loyalists
CUST101263,32,Male,Noida,Store,40,11,3359.21,Loyal
CUST101264,31,Female,Delhi,Online,222,1,1731.45,Lost
CUST101265,36,Female,Kolkata,Mobile App,37,6,3064.25,Potential Loyalists
CUST101266,34,Male,Chennai,Mobile App,208,8,2421.82,At Risk
CUST101267,47,Male,Mumbai,Store,41,20,4060.13,Loyal
CUST101268,28,Male,Bengaluru,Store,196,5,706.03,Lost
CUST101269,41,Female,Mumbai,Mobile App,36,12,1411.89,Potential Loyalists
CUST101270,29,Female,Kolkata,Online,45,9,1392.32,Potential Loyalists
CUST101271,46,Male,Chennai,Online,304,3,1609.1,Lost
CUST101272,46,Male,Chennai,Online,62,9,4075.45,Loyal
CUST101273,45,Female,Delhi,Mobile App,35,14,2596.39,Loyal
CUST101274,26,Female,Delhi,Online,32,5,1404.98,Potential Loyalists
CUST101275,41,Female,Chennai,Mobile App,24,21,7715.6,Champions
CUST101276,18,Female,Hyderabad,Mobile App,42,10,2236.56,Loyal
CUST101277,23,Female,Pune,Online,50,9,969.87,Loyal
CUST101278,31,Female,Pune,Online,22,23,5518.36,Champions
CUST101279,42,Male,Kolkata,Online,242,1,1304.18,Lost
CUST101280,33,Female,Hyderabad,Mobile App,85,6,1319.15,Potential Loyalists
CUST101281,39,Male,Mumbai,Mobile App,56,13,2651.89,Loyal
CUST101282,39,Male,Kolkata,Mobile App,92,3,2228.85,Potential Loyalists
CUST101283,32,Female,Delhi,Mobile App,26,7,1243.11,Potential Loyalists
CUST101284,28,Male,Hyderabad,Mobile App,214,9,1951.52,At Risk
CUST101285,37,Female,Pune,Online,284,3,1251.63,Lost
CUST101286,48,Male,Delhi,Store,260,2,1468.12,Lost
CUST101287,26,Female,Delhi,Mobile App,70,16,2231.27,Loyal
CUST101288,47,Male,Delhi,Online,43,15,4435.16,Loyal
CUST101289,37,Female,Mumbai,Mobile App,30,7,2206.37,Potential Loyalists
CUST101290,40,Female,Kolkata,Online,76,7,2939.81,Potential Loyalists
CUST101291,39,Other,Noida,Mobile App,23,11,3735.77,Potential Loyalists
CUST101292,41,Other,Mumbai,Online,172,9,1763.88,At Risk
CUST101293,41,Female,Delhi,Online,27,7,993.55,Potential Loyalists
CUST101294,45,Male,Bengaluru,Store,67,16,2939.98,Loyal
CUST101295,31,Male,Hyderabad,Online,23,11,6320.53,Loyal
CUST101296,45,Female,Pune,Mobile App,37,13,6878.26,Loyal
CUST101297,29,Male,Pune,Store,19,18,4480.21,Champions
CUST101298,35,Female,Hyderabad,Online,36,10,2818.41,Loyal
CUST101299,28,Male,Mumbai,Mobile App,226,5,2834.47,At Risk
CUST101300,22,Male,Pune,Store,59,10,3545.42,Loyal
CUST101301,38,Other,Delhi,Online,65,17,1624.92,Loyal
CUST101302,26,Female,Chennai,Mobile App,91,9,1612.17,Potential Loyalists
CUST101303,25,Female,Pune,Store,137,7,3077.87,At Risk
CUST101304,31,Male,Hyderabad,Mobile App,19,16,3105.6,Loyal
CUST101305,32,Male,Pune,Mobile App,290,5,324.47,Lost
CUST101306,40,Female,Bengaluru,Mobile App,338,4,290.84,Lost
CUST101307,46,Male,Pune,Online,38,13,1227.02,Potential Loyalists
CUST101308,25,Female,Chennai,Online,177,7,2219.79,At Risk
CUST101309,26,Female,Chennai,Online,31,22,8682.12,Champions
CUST101310,44,Other,Kolkata,Store,335,3,1767.44,Lost
CUST101311,40,Female,Mumbai,Mobile App,32,13,6784.9,Loyal
CUST101312,55,Female,Mumbai,Mobile App,259,1,864.51,Lost
CUST101313,28,Female,Delhi,Mobile App,21,4,1864.84,Potential Loyalists
CUST101314,36,Male,Pune,Mobile App,31,26,8253.44,Champions
CUST101315,32,Female,Pune,Store,18,23,6888.16,Champions
CUST101316,18,Female,Noida,Mobile App,124,7,1763.36,At Risk
CUST101317,28,Female,Mumbai,Online,26,6,1356.21,Potential Loyalists
CUST101318,45,Female,Noida,Online,23,23,8482.93,Champions
CUST101319,41,Female,Kolkata,Mobile App,238,6,3802.6,At Risk
CUST101320,30,Female,Noida,Store,269,3,144.12,Lost
CUST101321,38,Male,Pune,Online,98,7,1294.98,Potential Loyalists
CUST101322,32,Other,Delhi,Online,82,5,3146.73,Potential Loyalists
CUST101323,35,Female,Bengaluru,Mobile App,21,19,10524.48,Champions
CUST101324,54,Male,Chennai,Online,130,6,1723.03,At Risk
CUST101325,49,Male,Chennai,Store,26,13,2895.33,Loyal
CUST101326,18,Male,Delhi,Mobile App,255,4,829.96,Lost
CUST101327,34,Male,Bengaluru,Mobile App,17,9,4751.04,Loyal
CUST101328,35,Female,Pune,Mobile App,23,10,5442.24,Potential Loyalists
CUST101329,30,Male,Noida,Store,35,14,3500.85,Loyal
CUST101330,49,Other,Noida,Online,44,13,3864.1,Loyal
CUST101331,34,Male,Kolkata,Online,179,11,4405.4,At Risk
CUST101332,30,Female,Noida,Mobile App,105,9,508.99,Potential Loyalists
CUST101333,43,Female,Mumbai,Online,50,11,805.09,Potential Loyalists
CUST101334,37,Female,Noida,Store,208,1,1619.23,Lost
CUST101335,44,Female,Kolkata,Store,221,4,716.43,Lost
CUST101336,34,Male,Mumbai,Mobile App,242,3,873.28,Lost
CUST101337,29,Male,Pune,Store,18,10,1234.05,Loyal
CUST101338,35,Male,Noida,Mobile App,73,7,1628.06,Potential Loyalists
CUST101339,29,Female,Kolkata,Mobile App,193,2,1035.03,Lost
CUST101340,36,Male,Hyderabad,Store,71,18,1512.29,Loyal
CUST101341,28,Male,Hyderabad,Online,34,19,8809.63,Champions
CUST101342,26,Male,Bengaluru,Mobile App,191,7,807.96,At Risk
CUST101343,26,Female,Bengaluru,Store,44,9,1285.43,Potential Loyalists
CUST101344,39,Male,Pune,Mobile App,101,6,1295.36,Potential Loyalists
CUST101345,41,Female,Delhi,Online,324,3,974.33,Lost
CUST101346,31,Male,Mumbai,Online,80,7,2751.01,Potential Loyalists
CUST101347,24,Female,Kolkata,Online,36,8,2546.34,Potential Loyalists
CUST101348,45,Male,Pune,Online,22,11,2906.01,Loyal
CUST101349,38,Female,Mumbai,Mobile App,22,7,1803.51,Potential Loyalists
CUST101350,43,Male,Mumbai,Online,3,25,5108.16,Champions
CUST101351,41,Female,Chennai,Online,124,8,1691.43,At Risk
CUST101352,45,Male,Bengaluru,Online,231,1,2249.26,Lost
CUST101353,37,Male,Hyderabad,Store,44,12,3941.23,Loyal
CUST101354,50,Male,Kolkata,Online,23,12,2284.28,Loyal
CUST101355,23,Male,Hyderabad,Online,281,4,487.98,Lost
CUST101356,44,Female,Kolkata,Store,8,16,5502.15,Champions
CUST101357,33,Female,Delhi,Online,99,7,1877.9,Potential Loyalists
CUST101358,23,Male,Chennai,Store,57,6,2110.0,Potential Loyalists
CUST101359,48,Female,Kolkata,Store,160,8,5346.11,At Risk
CUST101360,34,Female,Noida,Mobile App,21,15,4153.81,Loyal
CUST101361,56,Female,Hyderabad,Store,169,12,784.35,At Risk
CUST101362,31,Female,Delhi,Store,21,9,4051.28,Loyal
CUST101363,43,Male,Bengaluru,Online,103,8,2216.38,Potential Loyalists
CUST101364,24,Female,Noida,Mobile App,31,26,6125.75,Champions
CUST101365,42,Male,Kolkata,Online,107,5,2376.37,Potential Loyalists
CUST101366,36,Male,Noida,Mobile App,68,6,1630.49,Potential Loyalists
CUST101367,44,Female,Hyderabad,Store,70,20,2262.69,Loyal
CUST101368,33,Male,Delhi,Online,4,20,3816.15,Champions
CUST101369,18,Female,Delhi,Mobile App,19,13,3974.18,Loyal
CUST101370,20,Male,Chennai,Online,52,12,3785.77,Loyal
CUST101371,18,Other,Chennai,Online,6,30,7759.88,Champions
CUST101372,41,Male,Delhi,Store,302,4,513.57,Lost
CUST101373,45,Male,Noida,Store,65,7,588.31,Potential Loyalists
CUST101374,26,Female,Hyderabad,Store,174,11,2114.24,At Risk
CUST101375,27,Female,Kolkata,Online,254,5,165.37,Lost
CUST101376,27,Male,Kolkata,Online,9,20,2593.47,Champions
CUST101377,26,Female,Delhi,Mobile App,133,5,643.4,At Risk
CUST101378,35,Female,Hyderabad,Online,187,2,574.79,Lost
CUST101379,27,Female,Mumbai,Store,129,7,3019.74,At Risk
CUST101380,25,Female,Chennai,Online,46,9,3731.81,Potential Loyalists
CUST101381,30,Female,Noida,Online,33,6,2143.13,Potential Loyalists
CUST101382,34,Male,Hyderabad,Online,16,21,5439.79,Champions
CUST101383,25,Male,Kolkata,Store,26,9,2463.05,Potential Loyalists
CUST101384,24,Female,Delhi,Mobile App,313,3,1015.06,Lost
CUST101385,36,Male,Hyderabad,Store,310,4,405.9,Lost
CUST101386,31,Female,Mumbai,Online,7,18,6332.63,Champions
CUST101387,30,Male,Hyderabad,Store,220,5,640.14,At Risk
CUST101388,45,Male,Kolkata,Online,66,14,3660.2,Loyal
CUST101389,42,Male,Bengaluru,Mobile App,208,2,944.37,Lost
CUST101390,18,Other,Delhi,Online,19,23,9666.53,Champions
CUST101391,41,Female,Kolkata,Store,353,4,382.32,Lost
CUST101392,33,Female,Mumbai,Store,214,2,1351.96,Lost
CUST101393,29,Female,Mumbai,Mobile App,29,20,1222.35,Champions
CUST101394,38,Female,Pune,Store,11,21,7609.31,Champions
CUST101395,32,Female,Noida,Mobile App,265,2,1503.12,Lost
CUST101396,48,Female,Chennai,Mobile App,33,22,7496.87,Champions
CUST101397,26,Female,Delhi,Online,98,3,1411.75,Potential Loyalists
CUST101398,33,Female,Hyderabad,Online,184,5,322.85,Lost
CUST101399,30,Other,Noida,Online,103,9,2429.88,Potential Loyalists
CUST101400,26,Male,Pune,Store,64,10,4873.3,Loyal
CUST101401,26,Male,Pune,Online,85,13,2717.98,Potential Loyalists
CUST101402,51,Male,Pune,Store,1,18,8097.38,Champions
CUST101403,34,Male,Kolkata,Mobile App,234,1,1179.76,Lost
CUST101404,32,Male,Kolkata,Store,32,10,4322.28,Loyal
CUST101405,31,Female,Delhi,Mobile App,29,19,3094.9,Loyal
CUST101406,26,Female,Mumbai,Store,33,16,835.55,Loyal
CUST101407,30,Female,Noida,Store,201,3,745.73,Lost
CUST101408,18,Female,Chennai,Mobile App,13,21,8437.38,Champions
CUST101409,29,Female,Hyderabad,Mobile App,281,2,1713.56,Lost
CUST101410,18,Male,Mumbai,Store,102,9,4528.68,At Risk
CUST101411,37,Female,Chennai,Online,186,4,484.68,Lost
CUST101412,25,Female,Bengaluru,Store,333,4,740.4,Lost
CUST101413,40,Male,Hyderabad,Online,289,3,1188.67,Lost
CUST101414,26,Female,Pune,Mobile App,288,3,708.06,Lost
CUST101415,24,Female,Bengaluru,Online,6,27,8591.42,Champions
CUST101416,34,Male,Pune,Online,113,8,967.75,At Risk
CUST101417,26,Male,Mumbai,Online,74,5,1464.95,Potential Loyalists
CUST101418,32,Male,Mumbai,Online,52,7,1500.03,Potential Loyalists
CUST101419,49,Female,Delhi,Store,290,2,1576.04,Lost
CUST101420,44,Female,Hyderabad,Store,269,3,674.75,Lost
CUST101421,61,Male,Hyderabad,Online,107,9,3872.75,At Risk
CUST101422,42,Male,Noida,Online,33,8,2019.52,Potential Loyalists
CUST101423,44,Female,Hyderabad,Online,103,9,658.86,Potential Loyalists
CUST101424,18,Female,Noida,Mobile App,21,16,5176.92,Loyal
CUST101425,22,Male,Mumbai,Online,40,16,2837.97,Loyal
CUST101426,36,Female,Mumbai,Online,54,18,2346.9,Loyal
CUST101427,28,Male,Kolkata,Online,31,23,4912.14,Champions
CUST101428,53,Male,Noida,Online,21,27,9567.63,Champions
CUST101429,46,Male,Mumbai,Mobile App,151,8,1525.19,At Risk
CUST101430,43,Female,Kolkata,Mobile App,22,9,2072.26,Potential Loyalists
CUST101431,54,Male,Bengaluru,Store,247,3,852.15,Lost
CUST101432,42,Female,Pune,Mobile App,53,6,1304.54,Potential Loyalists
CUST101433,35,Female,Noida,Online,2,11,3729.73,Champions
CUST101434,47,Male,Noida,Online,10,24,6973.64,Champions
CUST101435,48,Male,Mumbai,Online,68,8,3042.03,Loyal
CUST101436,37,Female,Kolkata,Online,237,3,921.22,Lost
CUST101437,28,Male,Delhi,Online,62,14,3931.09,Loyal
CUST101438,36,Female,Bengaluru,Mobile App,53,4,2901.14,Potential Loyalists
CUST101439,40,Male,Pune,Store,232,3,1046.03,Lost
CUST101440,44,Female,Mumbai,Store,304,3,194.94,Lost
CUST101441,21,Male,Chennai,Online,17,14,2394.53,Loyal
CUST101442,29,Male,Hyderabad,Mobile App,19,19,6750.53,Champions
CUST101443,34,Male,Kolkata,Online,23,23,8894.24,Champions
CUST101444,50,Male,Kolkata,Mobile App,20,19,6526.41,Champions
CUST101445,40,Female,Bengaluru,Store,38,10,3430.09,Loyal
CUST101446,18,Female,Hyderabad,Mobile App,25,8,1737.63,Potential Loyalists
CUST101447,29,Male,Hyderabad,Online,246,3,980.59,Lost
CUST101448,18,Female,Mumbai,Store,91,5,787.5,Potential Loyalists
CUST101449,34,Male,Kolkata,Mobile App,217,10,3488.63,At Risk
CUST101450,30,Male,Kolkata,Store,62,11,2125.14,Loyal
CUST101451,27,Male,Kolkata,Mobile App,101,9,1632.34,At Risk
CUST101452,44,Female,Kolkata,Store,96,7,812.19,Potential Loyalists
CUST101453,22,Female,Chennai,Mobile App,356,5,189.56,Lost
CUST101454,42,Male,Mumbai,Online,295,3,1284.38,Lost
CUST101455,32,Female,Pune,Store,13,18,4021.63,Loyal
CUST101456,24,Male,Hyderabad,Online,25,19,8558.09,Champions
CUST101457,36,Female,Delhi,Store,33,9,924.55,Loyal
CUST101458,38,Female,Mumbai,Online,107,5,1756.7,Potential Loyalists
CUST101459,33,Female,Hyderabad,Store,362,3,2467.69,Lost
CUST101460,28,Male,Pune,Mobile App,54,10,3424.24,Loyal
CUST101461,33,Female,Chennai,Store,212,6,740.94,At Risk
CUST101462,39,Female,Chennai,Mobile App,107,10,1769.31,Potential Loyalists
CUST101463,30,Female,Mumbai,Online,48,13,2272.75,Loyal
CUST101464,33,Female,Noida,Store,42,11,5418.79,Loyal
CUST101465,24,Male,Kolkata,Online,194,6,1009.61,At Risk
CUST101466,34,Female,Pune,Online,185,6,4848.21,At Risk
CUST101467,22,Female,Pune,Mobile App,41,4,1016.14,Potential Loyalists
CUST101468,41,Female,Delhi,Online,60,11,2634.54,Loyal
CUST101469,18,Male,Pune,Store,160,9,1550.17,At Risk
CUST101470,34,Male,Hyderabad,Online,60,12,3418.26,Loyal
CUST101471,30,Female,Hyderabad,Online,210,2,667.43,Lost
CUST101472,39,Female,Mumbai,Store,72,17,3739.74,Loyal
CUST101473,25,Female,Kolkata,Store,26,15,5534.33,Champions
CUST101474,30,Male,Hyderabad,Store,119,7,966.09,Potential Loyalists
CUST101475,22,Male,Bengaluru,Mobile App,80,9,2073.95,Potential Loyalists
CUST101476,31,Male,Chennai,Online,30,6,1724.07,Potential Loyalists
CUST101477,29,Male,Mumbai,Online,42,7,2010.83,Potential Loyalists
CUST101478,44,Male,Chennai,Online,301,4,244.83,Lost
CUST101479,35,Female,Noida,Mobile App,112,7,708.18,Potential Loyalists
CUST101480,30,Female,Bengaluru,Store,27,2,1699.79,Potential Loyalists
CUST101481,19,Male,Kolkata,Store,50,9,1307.52,Potential Loyalists
CUST101482,18,Female,Noida,Store,25,23,8352.06,Champions
CUST101483,50,Female,Noida,Store,43,6,1624.93,Potential Loyalists
CUST101484,53,Female,Mumbai,Online,12,8,2440.92,Loyal
CUST101485,43,Male,Pune,Online,191,7,3409.83,At Risk
CUST101486,22,Male,Chennai,Mobile App,27,21,10413.47,Champions
CUST101487,41,Male,Hyderabad,Store,251,6,539.44,Lost
CUST101488,37,Male,Chennai,Store,38,7,945.2,Potential Loyalists
CUST101489,22,Female,Hyderabad,Mobile App,342,4,910.11,Lost
CUST101490,29,Female,Chennai,Mobile App,74,11,984.74,Potential Loyalists
CUST101491,52,Female,Bengaluru,Store,22,28,4486.99,Champions
CUST101492,31,Male,Kolkata,Mobile App,241,5,1590.69,Lost
CUST101493,22,Male,Hyderabad,Store,96,7,1286.4,At Risk
CUST101494,50,Female,Pune,Online,146,7,695.89,At Risk
CUST101495,19,Female,Hyderabad,Online,30,8,2093.02,Potential Loyalists
CUST101496,26,Male,Mumbai,Store,125,7,1824.5,At Risk
CUST101497,36,Male,Pune,Store,335,1,695.85,Lost
CUST101498,41,Female,Bengaluru,Store,205,4,1986.35,At Risk
CUST101499,45,Female,Hyderabad,Store,43,19,3806.22,Loyal
CUST101500,34,Female,Hyderabad,Mobile App,135,4,1606.79,At Risk
CUST101501,36,Female,Mumbai,Store,167,4,1730.72,At Risk
CUST101502,18,Male,Noida,Store,180,1,1430.14,Lost
CUST101503,54,Male,Kolkata,Mobile App,43,7,5118.22,Loyal
CUST101504,38,Female,Bengaluru,Online,48,6,1130.01,Potential Loyalists
CUST101505,43,Male,Chennai,Store,161,7,1780.96,At Risk
CUST101506,26,Female,Bengaluru,Mobile App,79,8,2197.51,Potential Loyalists
CUST101507,18,Female,Delhi,Mobile App,180,9,1974.29,At Risk
CUST101508,48,Female,Kolkata,Mobile App,90,6,3242.59,Potential Loyalists
CUST101509,38,Male,Mumbai,Store,23,13,7379.58,Loyal
CUST101510,47,Male,Pune,Mobile App,216,5,1953.67,At Risk
CUST101511,38,Male,Chennai,Mobile App,19,22,4968.37,Champions
CUST101512,42,Male,Pune,Online,17,11,2041.48,Loyal
CUST101513,41,Female,Chennai,Online,95,7,2456.51,At Risk
CUST101514,46,Male,Chennai,Store,90,7,1975.53,At Risk
CUST101515,41,Female,Chennai,Store,202,1,696.67,Lost
CUST101516,28,Male,Delhi,Online,25,14,4374.82,Loyal
CUST101517,32,Female,Hyderabad,Online,24,25,5498.85,Champions
CUST101518,29,Female,Bengaluru,Mobile App,212,5,674.52,Lost
CUST101519,34,Female,Mumbai,Mobile App,5,21,4887.36,Champions
CUST101520,19,Male,Noida,Store,34,11,3962.84,Loyal
CUST101521,31,Male,Pune,Online,48,20,4471.02,Loyal
CUST101522,36,Female,Bengaluru,Online,95,6,1297.29,Potential Loyalists
CUST101523,29,Male,Chennai,Mobile App,244,6,939.06,Lost
CUST101524,55,Male,Kolkata,Mobile App,197,6,3816.09,At Risk
CUST101525,46,Male,Kolkata,Mobile App,150,6,1732.17,At Risk
CUST101526,20,Male,Kolkata,Online,57,17,3829.93,Loyal
CUST101527,36,Female,Chennai,Store,38,14,5016.18,Loyal
CUST101528,26,Male,Noida,Store,74,6,1044.71,Potential Loyalists
CUST101529,32,Other,Bengaluru,Online,5,23,7564.29,Champions
CUST101530,45,Female,Delhi,Online,21,13,2879.92,Loyal
CUST101531,35,Male,Chennai,Online,30,8,5850.42,Loyal
CUST101532,27,Female,Kolkata,Mobile App,13,24,6007.03,Champions
CUST101533,42,Female,Chennai,Store,90,7,3291.81,Potential Loyalists
CUST101534,39,Male,Kolkata,Online,99,8,1086.67,At Risk
CUST101535,37,Male,Kolkata,Store,33,22,5885.22,Champions
CUST101536,25,Male,Pune,Store,31,6,2316.58,Potential Loyalists
CUST101537,51,Male,Pune,Online,115,9,1802.77,At Risk
CUST101538,37,Female,Chennai,Online,230,6,1301.78,At Risk
CUST101539,30,Male,Pune,Mobile App,125,6,1035.62,At Risk
CUST101540,24,Male,Mumbai,Online,58,8,1589.71,Potential Loyalists
CUST101541,19,Female,Chennai,Online,356,3,1582.98,Lost
CUST101542,22,Female,Hyderabad,Online,69,13,4611.27,Loyal
CUST101543,36,Male,Noida,Online,40,13,1569.58,Loyal
CUST101544,33,Male,Hyderabad,Store,12,12,7145.7,Loyal
CUST101545,23,Female,Delhi,Store,73,3,3582.94,Potential Loyalists
CUST101546,20,Male,Pune,Mobile App,24,18,3030.78,Loyal
CUST101547,38,Male,Kolkata,Online,55,14,1516.66,Loyal
CUST101548,42,Other,Bengaluru,Online,159,7,1993.91,At Risk
CUST101549,46,Female,Kolkata,Online,58,12,2974.23,Loyal
CUST101550,19,Female,Mumbai,Online,59,12,2679.0,Loyal
CUST101551,25,Female,Chennai,Store,11,24,5621.99,Champions
CUST101552,31,Female,Noida,Online,62,11,1998.6,Potential Loyalists
CUST101553,41,Female,Delhi,Store,28,11,3154.33,Loyal
CUST101554,30,Female,Delhi,Store,70,12,3271.29,Loyal
CUST101555,21,Other,Delhi,Store,34,16,2590.34,Loyal
CUST101556,37,Female,Pune,Online,94,8,1450.43,At Risk
CUST101557,50,Female,Bengaluru,Store,191,5,824.23,Lost
CUST101558,20,Female,Chennai,Online,45,6,4092.63,Potential Loyalists
CUST101559,41,Female,Chennai,Store,211,8,2180.77,At Risk
CUST101560,32,Male,Bengaluru,Online,210,3,3146.44,Lost
CUST101561,28,Female,Mumbai,Online,230,4,607.42,Lost
CUST101562,26,Female,Kolkata,Online,78,7,2255.09,Potential Loyalists
CUST101563,37,Female,Hyderabad,Online,286,4,685.33,Lost
CUST101564,37,Male,Bengaluru,Online,285,3,788.55,Lost
CUST101565,23,Female,Bengaluru,Online,226,4,1917.08,At Risk
CUST101566,33,Male,Delhi,Store,23,8,2012.1,Potential Loyalists
CUST101567,38,Male,Bengaluru,Store,7,25,7689.41,Champions
CUST101568,34,Female,Pune,Online,13,23,7358.27,Champions
CUST101569,18,Female,Mumbai,Online,25,4,1687.0,Potential Loyalists
CUST101570,34,Male,Kolkata,Online,99,5,1340.88,Potential Loyalists
CUST101571,37,Female,Delhi,Mobile App,113,5,2896.0,Potential Loyalists
CUST101572,39,Male,Delhi,Online,99,8,2217.32,Potential Loyalists
CUST101573,52,Other,Bengaluru,Store,71,3,2212.02,Potential Loyalists
CUST101574,40,Female,Delhi,Store,271,6,540.03,Lost
CUST101575,38,Other,Noida,Store,7,19,7717.7,Champions
CUST101576,18,Female,Bengaluru,Online,51,12,2924.52,Loyal
CUST101577,35,Male,Pune,Mobile App,148,6,1418.52,At Risk
CUST101578,36,Male,Kolkata,Online,320,7,399.27,Lost
CUST101579,38,Female,Hyderabad,Online,275,1,396.43,Lost
CUST101580,18,Male,Kolkata,Store,266,6,1248.52,Lost
CUST101581,42,Female,Chennai,Online,338,4,1717.13,Lost
CUST101582,31,Male,Delhi,Online,54,11,1907.1,Loyal
CUST101583,20,Female,Chennai,Online,72,10,792.01,Potential Loyalists
CUST101584,40,Male,Mumbai,Online,72,17,1373.11,Loyal
CUST101585,32,Male,Kolkata,Mobile App,83,7,2487.94,Potential Loyalists
CUST101586,27,Male,Kolkata,Online,359,4,1115.25,Lost
CUST101587,33,Male,Bengaluru,Store,17,14,4184.66,Loyal
CUST101588,54,Male,Delhi,Online,37,8,3545.77,Potential Loyalists
CUST101589,33,Male,Bengaluru,Store,70,11,4671.12,Loyal
CUST101590,25,Female,Mumbai,Store,26,11,1414.09,Loyal
CUST101591,33,Female,Mumbai,Store,51,14,2888.96,Loyal
CUST101592,30,Male,Bengaluru,Store,7,22,7637.88,Champions
CUST101593,36,Male,Kolkata,Online,219,2,3594.72,Lost
CUST101594,24,Male,Kolkata,Online,96,5,2674.07,Potential Loyalists
CUST101595,41,Male,Mumbai,Mobile App,281,4,1002.78,Lost
CUST101596,34,Other,Noida,Mobile App,127,5,1503.05,At Risk
CUST101597,25,Female,Kolkata,Online,54,12,996.95,Loyal
CUST101598,42,Male,Mumbai,Store,65,11,3650.66,Loyal
CUST101599,18,Other,Hyderabad,Store,122,5,1586.91,At Risk
CUST101600,31,Female,Pune,Online,62,12,4982.96,Loyal
CUST101601,41,Male,Noida,Store,271,2,780.9,Lost
CUST101602,27,Female,Delhi,Store,18,32,6662.83,Champions
CUST101603,41,Female,Bengaluru,Store,195,6,2061.57,At Risk
CUST101604,30,Male,Kolkata,Online,215,8,2856.05,At Risk
CUST101605,40,Male,Pune,Store,58,11,2569.61,Loyal
CUST101606,31,Other,Pune,Store,47,12,5750.7,Loyal
CUST101607,23,Male,Bengaluru,Online,320,3,310.27,Lost
CUST101608,36,Female,Pune,Online,22,14,4583.19,Loyal
CUST101609,28,Male,Delhi,Online,72,8,1119.98,Potential Loyalists
CUST101610,38,Female,Delhi,Online,38,10,1450.26,Potential Loyalists
CUST101611,36,Female,Bengaluru,Online,19,13,2303.99,Loyal
CUST101612,36,Female,Kolkata,Online,142,7,2552.61,At Risk
CUST101613,36,Female,Noida,Online,200,9,1667.12,At Risk
CUST101614,35,Male,Kolkata,Online,19,8,1862.86,Loyal
CUST101615,33,Male,Hyderabad,Store,222,1,1925.09,Lost
CUST101616,67,Other,Hyderabad,Online,37,12,4450.5,Loyal
CUST101617,45,Male,Hyderabad,Mobile App,11,23,6223.09,Champions
CUST101618,34,Male,Mumbai,Store,28,5,3007.04,Potential Loyalists
CUST101619,36,Male,Kolkata,Mobile App,356,5,2988.24,Lost
CUST101620,28,Male,Chennai,Mobile App,17,20,9783.93,Champions
CUST101621,47,Female,Mumbai,Online,71,10,2131.87,Loyal
CUST101622,46,Male,Chennai,Store,42,13,2045.65,Potential Loyalists
CUST101623,39,Male,Hyderabad,Store,112,4,1283.8,At Risk
CUST101624,24,Female,Kolkata,Store,16,23,6771.04,Champions
CUST101625,18,Female,Bengaluru,Online,44,13,2116.05,Loyal
CUST101626,34,Female,Chennai,Mobile App,92,7,982.14,At Risk
CUST101627,35,Male,Mumbai,Store,41,22,3329.01,Loyal
